DrLLPSID UniProtID Genename EnsemblGeneID Species Condensate LLPSType References 
LLPS-Sac-0557 P38623 RCK2 YLR248W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0559 P48562 CLA4 YNL298W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0560 P22204 DBF2 YGR092W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1098443111434450 
LLPS-Sac-0561 Q06836 SYT1 YPR095C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0563 P0C2H8 RPL31A YDL075W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0564 P04076 ARG4 YHR018C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0565 P47079 CCT8 YJL008C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0566 P24783 DBP2 YNL112W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0567 P45818 ROK1 YGL171W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0568 P23301 HYP2 YEL034W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0570 P11972 SST2 YLR452C Saccharomyces_cerevisiae Stress-granule Client 2648459526777400 
LLPS-Sac-0571 P39990 SNU13 YEL026W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0572 P13188 GLN4 YOR168W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0574 P40024 ARB1 YER036C Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0575 P32526 KAR9 YPL269W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.62367951883234E+31 
LLPS-Sac-0576 P33297 RPT5 YOR117W Saccharomyces_cerevisiae Stress-granule,Others Client 2677740526359980 
LLPS-Sac-0578 P38631 FKS1 YLR342W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0580 P16892 FUS3 YBL016W Saccharomyces_cerevisiae P-body,Stress-granule,Others Client 2.5342717267774E+23 
LLPS-Sac-0581 P53131 PRP43 YGL120C Saccharomyces_cerevisiae Nucleolus,Stress-granule,Others Client 1.56354132648459E+23 
LLPS-Sac-0585 P11709 BIK1 YCL029C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 2.27707391537521E+53 
LLPS-Sac-0586 P41832 BNI1 YNL271C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0587 Q12389 DBP10 YDL031W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0588 P38689 PRS3 YHL011C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0589 P53335 PXR1 YGR280C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0590 Q07505 YDL086W YDL086W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0591 P23201 SPA2 YLL021W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0592 P38828 LSM12 YHR121W Saccharomyces_cerevisiae Stress-granule Client 2036898926777400 
LLPS-Sac-0594 P25631 YCR051W YCR051W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0595 Q12460 NOP56 YLR197W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0598 P39676 YHB1 YGR234W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0601 Q08831 VTS1 YOR359W Saccharomyces_cerevisiae P-body Client 2677740523224960 
LLPS-Sac-0602 P39945 AST2 YER101C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0603 P53254 UTP22 YGR090W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0604 P50896 PSP1 YDR505C Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0605 P47149 NNF1 YJR112W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.24559571457058E+47 
LLPS-Sac-0606 P47113 BFA1 YJR053W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.0209303102204E+39 
LLPS-Sac-0609 Q01560 NPL3 YDR432W Saccharomyces_cerevisiae Stress-granule,Others Client 2677740526359980 
LLPS-Sac-0611 P47818 CCC1 YLR220W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0612 Q06252 YLR179C YLR179C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0615 P40157 VID27 YNL212W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0618 P20459 SUI2 YJR007W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0619 P38987 TEM1 YML064C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.14344591471856E+23 
LLPS-Sac-0621 P23644 TOM40 YMR203W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0623 P32324 EFT2 YOR133W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0625 P53905 LSM7 YNL147W Saccharomyces_cerevisiae P-body,Stress-granule Client 2.3224963267774E+23 
LLPS-Sac-0626 Q02884 ELP4 YPL101W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0627 P10659 SAM1 YLR180W Saccharomyces_cerevisiae Stress-granule,Others Client 2677740526359980 
LLPS-Sac-0628 P27636 CDC15 YAR019C Saccharomyces_cerevisiae Centrosome/Spindlepolebody,P-body Client 1.06625941074497E+31 
LLPS-Sac-0629 P34760 TSA1 YML028W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0632 P32832 NPL6 YMR091C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0633 P33322 CBF5 YLR175W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0636 Q00772 SLT2 YHR030C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 8276900 
LLPS-Sac-0637 P53096 HOS2 YGL194C Saccharomyces_cerevisiae Others Client 22337769 
LLPS-Sac-0638 Q08281 RTC1 YOL138C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0640 P39516 RPS14B YJL191W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0642 P40007 NOP16 YER002W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0644 Q12213 RPL7B YPL198W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0645 P07834 CDC4 YFL009W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 10485847 
LLPS-Sac-0646 P53295 RBG2 YGR173W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0650 Q02892 NOG1 YPL093W Saccharomyces_cerevisiae Nucleolus,Others Client 1563541326359980 
LLPS-Sac-0651 P40150 SSB2 YNL209W Saccharomyces_cerevisiae Stress-granule Client 2648459526777400 
LLPS-Sac-0657 Q12248 DAD1 YDR016C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.15537021292576E+31 
LLPS-Sac-0658 P49367 LYS4 YDR234W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0659 P30771 NAM7 YMR080C Saccharomyces_cerevisiae P-body,Stress-granule Client 2.3224963267774E+23 
LLPS-Sac-0660 P12688 YPK1 YKL126W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0661 Q99369 FSH3 YOR280C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0662 Q12178 FCY1 YPR062W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0664 Q08287 NOP8 YOL144W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0665 P20433 RPB4 YJL140W Saccharomyces_cerevisiae P-body Client 2677740523224960 
LLPS-Sac-0666 P53617 NRD1 YNL251C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0667 P48412 UPF3 YGR072W Saccharomyces_cerevisiae P-body Client 2677740523224960 
LLPS-Sac-0671 P53148 SPC105 YGL093W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.5854151457058E+38 
LLPS-Sac-0672 P38817 GGA2 YHR108W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0673 P36080 RRP14 YKL082C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0675 P24871 CLB4 YLR210W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 14562095 
LLPS-Sac-0677 P41277 GPP1 YIL053W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0680 P19097 FAS2 YPL231W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0686 Q06205 FPR4 YLR449W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0689 P32583 SRP40 YKR092C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0690 P48561 TRF5 YNL299W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0692 P31539 HSP104 YLL026W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0693 Q12034 SLF1 YDR515W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0694 P38199 HEK2 YBL032W Saccharomyces_cerevisiae P-body,Stress-granule,Others Client 2.67774052648459E+23 
LLPS-Sac-0695 P32336 NUD1 YOR373W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.58541510339566E+22 
LLPS-Sac-0697 P32618 YEL043W YEL043W Saccharomyces_cerevisiae Stress-granule,Others Client 2.67774052635998E+23 
LLPS-Sac-0698 P14681 KSS1 YGR040W Saccharomyces_cerevisiae Others Client 26447709 
LLPS-Sac-0699 P38291 POP7 YBR167C Saccharomyces_cerevisiae TAMbody Client 16585272 
LLPS-Sac-0700 P35844 KES1 YPL145C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0701 P15992 HSP26 YBR072W Saccharomyces_cerevisiae P-body,Stress-granule,Others Client 2.76951062648459E+31 
LLPS-Sac-0704 P19158 IRA2 YOL081W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0705 P32831 NGR1 YBR212W Saccharomyces_cerevisiae P-body,Stress-granule Client 2.32249632635998E+31 
LLPS-Sac-0707 P16521 YEF3 YLR249W Saccharomyces_cerevisiae Stress-granule Client 2.64845952635998E+23 
LLPS-Sac-0708 P25555 GBP2 YCL011C Saccharomyces_cerevisiae P-body,Stress-granule,Others Client 2.32249632648459E+39 
LLPS-Sac-0709 P40002 MIT1 YEL007W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0711 Q03973 HMO1 YDR174W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0712 P32909 SMY2 YBR172C Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0713 P47165 XPT1 YJR133W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0718 P50277 BIO3 YNR058W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0719 Q12123 DCS2 YOR173W Saccharomyces_cerevisiae P-body Client 1.6963086267774E+23 
LLPS-Sac-0721 Q04432 HSP31 YDR533C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0723 P38966 YDR089W YDR089W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0724 Q12530 RMP1 YLR145W Saccharomyces_cerevisiae TAMbody Client 16585272 
LLPS-Sac-0725 P48240 MTR3 YGR158C Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0732 P0C2H6 RPL27A YHR010W Saccharomyces_cerevisiae Nucleolus,Stress-granule Client 1563541326777400 
LLPS-Sac-0733 Q07657 SHS1 YDL225W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0735 P53833 POP3 YNL282W Saccharomyces_cerevisiae TAMbody Client 16585272 
LLPS-Sac-0736 P38627 URA8 YJR103W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0737 P47977 TIS11 YLR136C Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0740 P53978 HEF3 YNL014W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0741 Q12514 NOT5 YPR072W Saccharomyces_cerevisiae P-body,Stress-granule Client 2677740526484590 
LLPS-Sac-0747 P47069 MPS3 YJL019W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.24861151249377E+23 
LLPS-Sac-0748 P26785 RPL16B YNL069C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0749 P40850 MKT1 YNL085W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0755 P53280 CAF130 YGR134W Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0756 Q03466 EBS1 YDR206W Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0757 P32500 NDC1 YML031W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9864355 
LLPS-Sac-0758 Q05775 HCR1 YLR192C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0765 P39969 BOI2 YER114C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0766 P38070 YPK3 YBR028C Saccharomyces_cerevisiae P-body Client 25342717 
LLPS-Sac-0767 P36131 SPC34 YKR037C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.58541512925767E+30 
LLPS-Sac-0771 P53316 YGR250C YGR250C Saccharomyces_cerevisiae P-body,Stress-granule Client 2.3224963267774E+23 
LLPS-Sac-0772 P40568 DSN1 YIR010W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.24559571457058E+47 
LLPS-Sac-0773 Q3E7Y3 RPS22B YLR367W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0775 P40316 PDS1 YDR113C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 11149918 
LLPS-Sac-0776 Q08421 ETT1 YOR051C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0777 P53897 IGO1 YNL157W Saccharomyces_cerevisiae Others Client 26447709 
LLPS-Sac-0779 Q12143 NSL1 YPL233W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.24559571457058E+47 
LLPS-Sac-0781 Q08972 NEW1 YPL226W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0782 P38840 ARO9 YHR137W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0783 Q02773 RPM2 YML091C Saccharomyces_cerevisiae P-body Client 2.6777405172674E+23 
LLPS-Sac-0784 Q07362 PBP4 YDL053C Saccharomyces_cerevisiae Stress-granule Client 2677740520368980 
LLPS-Sac-0787 Q04746 KAR5 YMR065W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9382856 
LLPS-Sac-0788 Q03954 SPC19 YDR201W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.5854151457058E+22 
LLPS-Sac-0789 Q02875 SYH1 YPL105C Saccharomyces_cerevisiae P-body,Stress-granule Client 2677740526484590 
LLPS-Sac-0791 P52919 NBP1 YLR457C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 16436507 
LLPS-Sac-0793 P35198 MTH1 YDR277C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0796 P35719 MRP8 YKL142W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0798 P38208 POP8 YBL018C Saccharomyces_cerevisiae TAMbody Client 16585272 
LLPS-Sac-0800 P53168 DUO1 YGL061C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.8177591457058E+30 
LLPS-Sac-0801 P39976 DLD3 YEL071W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0806 P38313 AME1 YBR211C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 8.9901841457058E+38 
LLPS-Sac-0807 P11938 RAP1 YNL216W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0808 P32644 ECM32 YER176W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0813 P32380 SPC110 YDR356W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 7.50399510339566E+30 
LLPS-Sac-0814 Q12369 SFI1 YLL003W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1471143214504260 
LLPS-Sac-0817 P09734 TUB3 YML124C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 958541514562095 
LLPS-Sac-0820 P10080 SBP1 YHL034C Saccharomyces_cerevisiae P-body,Stress-granule Client 2.67774051747576E+31 
LLPS-Sac-0821 Q04477 SPC24 YMR117C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.45705801554859E+38 
LLPS-Sac-0823 P53834 HCH1 YNL281W Saccharomyces_cerevisiae Stress-granule,Others Client 2648459526359980 
LLPS-Sac-0827 P38330 YBR238C YBR238C Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-0828 P69852 HSK3 YKL138C-A Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 15632076 
LLPS-Sac-0830 P30283 CLB5 YPR120C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 17213332 
LLPS-Sac-0831 P50109 PSP2 YML017W Saccharomyces_cerevisiae P-body,Stress-granule Client 2677740526484590 
LLPS-Sac-0836 P53276 UTP8 YGR128C Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0837 P25558 BUD3 YCL014W Saccharomyces_cerevisiae Others Client 26359986 
LLPS-Sac-0839 Q08490 SGO1 YOR073W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.45620951557313E+31 
LLPS-Sac-0846 Q08457 SLD7 YOR060C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 14562095 
LLPS-Sac-0851 Q12285 MDY2 YOL111C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0856 Q08692 OSW1 YOR255W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 17110477 
LLPS-Sac-0858 P40449 YIL161W YIL161W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0859 P40017 YAT2 YER024W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-0860 P36094 SPC42 YKL042W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 8.60392010339566E+45 
LLPS-Sac-0863 P53218 POP6 YGR030C Saccharomyces_cerevisiae TAMbody Client 16585272 
LLPS-Sac-0864 Q04431 KRE28 YDR532C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1456209515502820 
LLPS-Sac-0865 P39723 SPC72 YAL047C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 960620911101520 
LLPS-Sac-0866 P38341 MIC12 YBR262C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-0867 Q08492 BUD21 YOR078W Saccharomyces_cerevisiae Nucleolus Client 15635413 
LLPS-Sac-0868 Q12365 BBP1 YPL255W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 958541510654940 
LLPS-Sac-0869 P40993 SNM1 YDR478W Saccharomyces_cerevisiae TAMbody Client 16585272 
LLPS-Sac-1662 P10591 SSA1 YAL005C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-1663 Q7M4S9 YBL113C YBL113C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-1667 P25367 RNQ1 YCL028W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-1668 Q07732 ADY3 YDL239C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 11973299 
LLPS-Sac-1669 Q03898 FIN1 YDR130C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 11929974 
LLPS-Sac-1673 P40014 SPC25 YER018C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.45705801553038E+46 
LLPS-Sac-1678 P53159 MPS2 YGL075C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 186958710397772 
LLPS-Sac-1679 P53133 YGL117W YGL117W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-1680 P45819 SPO74 YGL170C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 12796288 
LLPS-Sac-1681 P53080 EDC1 YGL222C Saccharomyces_cerevisiae P-body Client 26777405 
LLPS-Sac-1686 P23624 SPO13 YHR014W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.56206441562064E+23 
LLPS-Sac-1692 P36041 EAP1 YKL204W Saccharomyces_cerevisiae P-body,Stress-granule Client 2.3224963267774E+31 
LLPS-Sac-1695 P10592 SSA2 YLL024C Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-1701 Q03735 NAB6 YML117W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-1702 P54114 ALD3 YMR169C Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-1704 Q01649 CIK1 YMR198W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.64428781065491E+21 
LLPS-Sac-1707 P11927 KAR1 YNL188W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.86958778763108E+20 
LLPS-Sac-1708 P53865 CNM67 YNL225C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 9.58541510339566E+22 
LLPS-Sac-1710 P53728 CPR8 YNR028W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-1711 Q12292 ATG34 YOL083W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-1712 Q12411 SPO21 YOL091W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 10899120 
LLPS-Sac-1713 Q08550 MPC54 YOR177C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 10899120 
LLPS-Sac-1717 P54115 ALD6 YPL061W Saccharomyces_cerevisiae Stress-granule Client 26484595 
LLPS-Sac-1718 P33419 SPC29 YPL124W Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1.03395661587208E+22 
LLPS-Sac-1719 Q08931 PRM3 YPL192C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 19297527 
LLPS-Sac-1720 Q12045 VIK1 YPL253C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 1008726511729140 
LLPS-Sac-1721 Q08992 HSP32 YPL280W Saccharomyces_cerevisiae Stress-granule Client 26777405 
LLPS-Sac-1723 Q06616 YPR174C YPR174C Saccharomyces_cerevisiae Centrosome/Spindlepolebody Client 15282802 
LLPS-Scp-0000 P41892 cdc7 SPBC21.06c Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 1038138710799520 
LLPS-Scp-0004 O13839 fin1 SPAC19E9.02 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 1192755515132990 
LLPS-Scp-0006 Q10430 spc25 SPCC188.04c Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 15728720 
LLPS-Scp-0007 O74874 ccr4 SPCC31H12.08c Schizosaccharomyces_pombe P-body Client 28031482 
LLPS-Scp-0011 Q10198 ndc80 SPBC11C11.03 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 1.29283321457058E+39 
LLPS-Scp-0016 P24339 cut7 SPAC25G10.07c Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 1.45705808395535E+21 
LLPS-Scp-0026 Q10425 SPAC25G10.08 SPAC25G10.08 Schizosaccharomyces_pombe Stress-granule Client 20547592 
LLPS-Scp-0027 Q9P7H1 clp1 SPAC1782.09c Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 1.83787761838551E+23 
LLPS-Scp-0028 O13351 pmt3 SPBC365.06 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 10567589 
LLPS-Scp-0029 P36589 cdc14 SPBC24C6.07 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 1045901310775260 
LLPS-Scp-0032 P50528 plo1 SPAC23C11.16 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 9.85215411731324E+30 
LLPS-Scp-0033 Q10428 par1 SPCC188.02 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 16541025 
LLPS-Scp-0034 Q09825 sad1 SPBC12D12.01 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 1476706215654020 
LLPS-Scp-0035 O13947 SPAC23H4.04 SPAC23H4.04 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 15800064 
LLPS-Scp-0038 Q9USQ2 alp6 SPBC428.20c Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 24850890 
LLPS-Scp-0041 O94242 msd1 SPCC736.06 Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 17486116 
LLPS-Scp-0047 O13670 mto1 SPBC30B4.06c Schizosaccharomyces_pombe Centrosome/Spindlepolebody Client 15800064 
LLPS-Scp-0048 P87173 lsm1 SPBC3D6.08c Schizosaccharomyces_pombe P-body Client 28031482 
